"cardmarketId","quantity","name","set","setCode","cn","condition","language","isFirstEd","isReverseHolo","isSigned","price","comment","location","nameDE","nameES","nameFR","nameIT","rarity","listedAt"
"751617","2","Electric Generator","Paldean Fates","PAF","079","NM","Italian","","true","","0.17","","","Elektrischer Generator","Generador Eléctrico","Générateur Électrique","Generatore di Elettricità","Uncommon",""
"751617","6","Electric Generator","Paldean Fates","PAF","079","NM","Italian","","","","0.1","","","Elektrischer Generator","Generador Eléctrico","Générateur Électrique","Generatore di Elettricità","Uncommon",""
"746538","13","Electric Generator","Shiny Treasure ex","sv4a","156","NM","Japanese","","","","0.05","","","Elektrischer Generator","Generador Eléctrico","Générateur Électrique","Generatore di Elettricità","Fixed",""
"560132","1","Electric Memory","GX Battle Boost","sm4+","099","NM","Japanese","","true","","0.88","","","Elektro-Disc","Disco Eléctrico","ROM Électrik","ROM Elettro","Fixed",""
"783552","1","Electrike","Clash of the Blue Sky","PCG2","032","PL","Japanese","","","","0.5","","","Frizelbliz [Recharge | Quick Attack]","Electrike [Recharge | Quick Attack]","Dynavolt [Recharge | Quick Attack]","Electrike [Recharge | Quick Attack]","Common",""
"762594","1","Electrike","Miracle Crystal","PCG8","030","PL","Japanese","true","","","0.38","","","Frizelbliz [Sniff Out | Quick Blow]","Electrike [Sniff Out | Quick Blow]","Dynavolt [Sniff Out | Quick Blow]","Electrike [Sniff Out | Quick Blow]","Common",""
"563856","4","Electrike","Gaia Volcano","XY5g","022","NM","Japanese","true","","","0.27","","","Electrike [Charge | Bite]","Electrike [Charge | Bite]","Electrike [Charge | Bite]","Electrike [Charge | Bite]","Common",""
"558994","1","Electrike","Sky-Splitting Charisma","sm7","033","NM","Japanese","","","","0.12","","","Electrike [Zap Kick]","Electrike [Zap Kick]","Electrike [Zap Kick]","Electrike [Zap Kick]","Common",""
"481249","1","Electrike","Infinity Zone","s3","30","NM","Japanese","","","","0.09","","","Electrike [Thunderbolt]","Electrike [Thunderbolt]","Electrike [Thunderbolt]","Electrike [Thunderbolt]","Common",""
"674064","13","Electrike","Lost Origin","LOR","054","NM","Italian","","","","0.05","","","Frizelbliz [Zap Kick | Thunder Fang]","Electrike [Zap Kick | Thunder Fang]","Dynavolt [Zap Kick | Thunder Fang]","Electrike [Zap Kick | Thunder Fang]","Common",""
"276558","1","Electrike (Double Kick)","EX Emerald","EM","47","NM","English","","true","","12.94","","","Frizelbliz (Double Kick)","","","","Common",""
"837430","3","Electrode","Pokémon Card 151: Additionals","xsv2a","101","NM","Japanese","","true","","3.89","","","Lektrobal [Bang Boom Chain | Electro Ball]","Electrode [Bang Boom Chain | Electro Ball]","Électrode [Bang Boom Chain | Electro Ball]","Electrode [Bang Boom Chain | Electro Ball]","Rare",""
"563629","3","Electrode","Emerald Break","XY6","020","NM","Japanese","true","","","3.5","","","Electrode [Continuous Tumble | Energy Bomb]","Electrode [Continuous Tumble | Energy Bomb]","Electrode [Continuous Tumble | Energy Bomb]","Electrode [Continuous Tumble | Energy Bomb]","Common",""
"558315","3","Electrode","Tag Bolt","sm9","037","NM","Japanese","","","","1.49","","","Electrode [Electro Shaker | Speed Ball]","Electrode [Electro Shaker | Speed Ball]","Electrode [Electro Shaker | Speed Ball]","Electrode [Electro Shaker | Speed Ball]","Rare",""
"747593","2","Electrode","Shiny Treasure ex","sv4a","239","NM","Japanese","","","","1.48","","","Lektrobal [Bang Boom Chain | Electro Ball]","Electrode [Bang Boom Chain | Electro Ball]","Électrode [Bang Boom Chain | Electro Ball]","Electrode [Bang Boom Chain | Electro Ball]","Holo Rare",""
"564449","2","Electrode","Collection Y","XY1y","022","NM","Japanese","true","","","0.54","","","Electrode [Eerie Impulse | Rollout]","Electrode [Eerie Impulse | Rollout]","Electrode [Eerie Impulse | Rollout]","Electrode [Eerie Impulse | Rollout]","Common",""
"765213","1","Electrode","Mirage's Mew Constructed Starter Deck","pcgK","002","PL","Japanese","","","","0.44","","","Lektrobal [Supersonic | Tumbling Attack]","Electrode [Supersonic | Tumbling Attack]","Électrode [Supersonic | Tumbling Attack]","Electrode [Supersonic | Tumbling Attack]","Fixed",""
"765213","1","Electrode","Mirage's Mew Constructed Starter Deck","pcgK","002","PL","Japanese","true","","","0.4","","","Lektrobal [Supersonic | Tumbling Attack]","Electrode [Supersonic | Tumbling Attack]","Électrode [Supersonic | Tumbling Attack]","Electrode [Supersonic | Tumbling Attack]","Fixed",""
"560190","2","Electrode","Shining Legends JP","sm3+","032","NM","Japanese","","","","0.27","","","Electrode [Swift]","Electrode [Swift]","Electrode [Swift]","Electrode [Swift]","Uncommon",""
"746440","13","Electrode","Shiny Treasure ex","sv4a","058","NM","Japanese","","","","0.15","","","Lektrobal [Bang Boom Chain | Electro Ball]","Electrode [Bang Boom Chain | Electro Ball]","Électrode [Bang Boom Chain | Electro Ball]","Electrode [Bang Boom Chain | Electro Ball]","Fixed",""
"715542","3","Electrode","Paldea Evolved","PAL","067","NM","Italian","","","","0.1","","","Lektrobal [Lightning Ball | Rolling Tackle]","Electrode [Lightning Ball | Rolling Tackle]","Électrode [Lightning Ball | Rolling Tackle]","Electrode [Lightning Ball | Rolling Tackle]","Uncommon",""
"565779","1","Electrode","Eevee Heroes","s6a","029","NM","Japanese","","","","0.1","","","Lektrobal [Sonic Boom | Explosion]","Electrode [Sonic Boom | Explosion]","Électrode [Sonic Boom | Explosion]","Electrode [Sonic Boom | Explosion]","Uncommon",""
"586564","19","Electrode","VMAX Climax","s8b","048","NM","Japanese","","","","0.02","","","Electrode [Buzzap Generator | Electric Ball]","Electrode [Buzzap Generator | Electric Ball]","Electrode [Buzzap Generator | Electric Ball]","Electrode [Buzzap Generator | Electric Ball]","Fixed",""
"551581","1","Electrode GX","GX Ultra Shiny","sm8b","217","NM","Japanese","","","","14.99","","","Electrode GX [Extra Energy Bomb | Electro Ball | Crush and Burn GX]","Electrode GX [Extra Energy Bomb | Electro Ball | Crush and Burn GX]","Electrode GX [Extra Energy Bomb | Electro Ball | Crush and Burn GX]","Electrode GX [Extra Energy Bomb | Electro Ball | Crush and Burn GX]","Secret Rare",""
"558255","1","Electromagnetic Radar","Night Unison","sm9a","068","NM","Japanese","","","","6.08","","","Elektromagnetisches Radar","Radar Electromagnético","Radar Électromagnétique","Radar Elettromagnetico","Secret Rare",""
"558255","1","Electromagnetic Radar","Night Unison","sm9a","068","EX","Japanese","","","","4.4","","","Elektromagnetisches Radar","Radar Electromagnético","Radar Électromagnétique","Radar Elettromagnetico","Secret Rare",""
"740550","1","Elekid","Paradox Rift","PAR","059","NM","Italian","","","","0.05","","","Elekid [Crackling Shot]","Elekid [Crackling Shot]","Elekid [Crackling Shot]","Elekid [Crackling Shot]","Common",""
"741849","1","Elekid","Future Flash","sv4M","022","NM","Japanese","","","","0.05","","","Elekid [Crackling Shot]","Elekid [Crackling Shot]","Elekid [Crackling Shot]","Elekid [Crackling Shot]","Common",""
"574205","2","Elemental Badge","Evolving Skies","EVS","147","NM","Italian","","","","0.1","","","Elementarorden","Medalla Elemental","Badge Élémentaire","Medaglia degli Elementi","Uncommon",""
"565812","2","Elemental Badge","Eevee Heroes","s6a","062","NM","Japanese","","","","0.1","","","Elementarorden","Medalla Elemental","Badge Élémentaire","Medaglia degli Elementi","Uncommon",""
"582969","3","Elesa's Sparkle","Fusion Strike","FST","233","NM","Italian","","","","0.1","","","Kamillas Glanz","Brillo de Camila","Éclat d'Inezia","Leggiadria di Camelia","Uncommon",""
"575651","1","Elesa's Sparkle","Fusion Arts","s8","096","NM","Japanese","","","","0.1","","","Kamillas Glanz","Brillo de Camila","Éclat d'Inezia","Leggiadria di Camelia","Uncommon",""
"563347","8","Elgyem","Blue Shock","XY8b","029","NM","Japanese","true","","","0.49","","","Elgyem [Psych Up]","Elgyem [Psych Up]","Elgyem [Psych Up]","Elgyem [Psych Up]","Common",""
"682126","14","Elgyem","Silver Tempest","SIT","079","NM","Italian","","","","0.05","","","Pygraulon [Headbutt]","Elgyem [Headbutt]","Lewsor [Headbutt]","Elgyem [Headbutt]","Common",""
"680182","8","Elgyem","Paradigm Trigger","s12","043","NM","Japanese","","","","0.05","","","Pygraulon [Headbutt]","Elgyem [Headbutt]","Lewsor [Headbutt]","Elgyem [Headbutt]","Common",""
"838465","1","Emboar","White Flare JP: Additionals","xsv11W","013","NM","Japanese","","true","","0.3","","","Flambirex [Inferno Fandango | Heat Crash | SV]","Emboar [Inferno Fandango | Heat Crash | SV]","Roitiflam [Inferno Fandango | Heat Crash | SV]","Emboar [Inferno Fandango | Heat Crash | SV]","Rare",""
"682202","1","Emergency Jelly","Silver Tempest","SIT","155","NM","Italian","","","","0.1","","","Notfall-Gelee","Jalea de Emergencia","Gelée de Secours","Spuntino di Emergenza","Uncommon",""
"673060","499","Emergency Jelly","Incandescent Arcana","s11a","062","NM","Japanese","","true","","0.1","","","Notfall-Gelee","Jalea de Emergencia","Gelée de Secours","Spuntino di Emergenza","Uncommon",""
"570011","2","Emolga","Black Collection","BW1b","021","EX","Japanese","true","","","0.49","","","Emolga [Thundershock | Acrobatics]","Emolga [Thundershock | Acrobatics]","Emolga [Thundershock | Acrobatics]","Emolga [Thundershock | Acrobatics]","Common",""
"769243","1","Emolga","Twilight Masquerade","TWM","069","NM","Italian","","true","","0.1","","","Emolga [Sky Wave]","Emolga [Sky Wave]","Emolga [Sky Wave]","Emolga [Sky Wave]","Common",""
"558583","7","Emolga","Dark Order","sm8a","009","NM","Japanese","","","","0.1","","","Emolga [Nuzzly Gathering | Nuzzle]","Emolga [Nuzzly Gathering | Nuzzle]","Emolga [Nuzzly Gathering | Nuzzle]","Emolga [Nuzzly Gathering | Nuzzle]","Common",""
"574081","2","Emolga","Evolving Skies","EVS","057","NM","Italian","","","","0.05","","","Emolga [Thunder Shock]","Emolga [Thunder Shock]","Emolga [Thunder Shock]","Emolga [Thunder Shock]","Common",""
"682101","17","Emolga","Silver Tempest","SIT","054","NM","Italian","","","","0.05","","","Emolga [Lucky Find | Static Shock]","Emolga [Lucky Find | Static Shock]","Emolga [Lucky Find | Static Shock]","Emolga [Lucky Find | Static Shock]","Common",""
"691764","11","Emolga","Crown Zenith","CRZ","047","NM","Italian","","","","0.05","","","Emolga [Thunder Shock]","Emolga [Thunder Shock]","Emolga [Thunder Shock]","Emolga [Thunder Shock]","Common",""
"769243","8","Emolga","Twilight Masquerade","TWM","069","NM","Italian","","","","0.05","","","Emolga [Sky Wave]","Emolga [Sky Wave]","Emolga [Sky Wave]","Emolga [Sky Wave]","Common",""
"560772","4","Emolga","Jet Black Spirit","s6k","023","NM","Japanese","","","","0.05","","","Emolga [Thunder Shock]","Emolga [Thunder Shock]","Emolga [Thunder Shock]","Emolga [Thunder Shock]","Common",""
"850565","27","Empoleon ex","Inferno X","m2","058","NM","Japanese","","","","0.3","","","Impoleon ex [Emperor's Stance | Iron Feather]","Empoleon ex [Emperor's Stance | Iron Feather]","Pingoléon ex [Emperor's Stance | Iron Feather]","Empoleon ex [Emperor's Stance | Iron Feather]","Double Rare",""
"699288","1","Empoleon Lv.42","Duelist Pack: Jaden Yuki","DP1","","PL","Japanese","","","","0.99","","","Impoleon Lv.42 [Ice Blade | Aqua Jet]","Empoleon Lv.42 [Ice Blade | Aqua Jet]","Pingoléon Lv.42 [Ice Blade | Aqua Jet]","Empoleon Lv.42 [Ice Blade | Aqua Jet]","Holo Rare",""
"587810","2","Empoleon V","Start Deck 100","sI100","100","NM","Japanese","","","","0.88","","","Impoleon V [Emperor's Eyes | Swirling Slice]","Empoleon V [Emperor's Eyes | Swirling Slice]","Pingoléon V [Emperor's Eyes | Swirling Slice]","Empoleon V [Emperor's Eyes | Swirling Slice]","Fixed",""
"533702","5","Empoleon V","Rapid Strike Master","s5R","26","NM","Japanese","","","","0.78","","","Impoleon V [Emperor's Eyes | Swirling Slice]","Empoleon V [Emperor's Eyes | Swirling Slice]","Pingoléon V [Emperor's Eyes | Swirling Slice]","Empoleon V [Emperor's Eyes | Swirling Slice]","Double Rare",""
"769267","3","Enamorus","Twilight Masquerade","TWM","093","NM","Italian","","","","0.15","","","Cupidos [Heart Sign | Love Resonance]","Enamorus [Heart Sign | Love Resonance]","Amovénus [Heart Sign | Love Resonance]","Enamorus [Heart Sign | Love Resonance]","Rare",""
"761499","1","Enamorus","Crimson Haze","sv5a","039","NM","Japanese","","","","0.15","","","Cupidos [Heart Sign | Love Resonance]","Enamorus [Heart Sign | Love Resonance]","Amovénus [Heart Sign | Love Resonance]","Enamorus [Heart Sign | Love Resonance]","Rare",""
"656336","2","Enamorus V","Dark Phantasma","s10a","031","NM","Japanese","","","","0.3","","","Cupidos V [Guardian of Love | Blossom Tail]","Enamorus V [Guardian of Love | Blossom Tail]","Amovénus V [Guardian of Love | Blossom Tail]","Enamorus V [Guardian of Love | Blossom Tail]","Double Rare",""
"687548","11","Enamorus V","VSTAR Universe","s12a","068","NM","Japanese","","","","0.3","","","Cupidos V [Guardian of Love | Blossom Tail]","Enamorus V [Guardian of Love | Blossom Tail]","Amovénus V [Guardian of Love | Blossom Tail]","Enamorus V [Guardian of Love | Blossom Tail]","Double Rare",""
"276489","1","Energy Charge","EX Deoxys","DX","86","NM","Italian","","true","","7.89","","","Energieaufladung","","Charge d'Énergie","Carica Energia","Uncommon",""
"561513","1","Energy Loto","Islands Await You","sm2k","047","NM","Japanese","","","","0.24","","","Energielotterie","Loto Energía","Loterie d'Énergie","Lotteria Energia","Uncommon",""
"658801","1","Energy Loto","Astral Radiance","ASR","140","NM","Italian","","","","0.1","","","Energielotterie","Loto Energía","Loterie d'Énergie","Lotteria Energia","Uncommon",""
"765757","1","Energy Recycle System","World Champions Pack","WCP","082","GD","Japanese","true","","","1.49","","","Energie-Wiederverwertung","Sistema de Reciclaje de Energía","Recyclage D'Énergie","Sistema di Riciclo dell'Energia","Uncommon",""
"275728","1","Energy Removal 2","EX Ruby & Sapphire","RS","80","EX","Italian","","true","","1.99","","","Energie-Absauger 2","","Suppression d'énergie 2","Distruzione di Energia 2","Uncommon",""
"765759","1","Energy Removal 2","World Champions Pack","WCP","084","EX","Japanese","true","","","1.49","","","Energie-Absauger 2","","Suppression d'énergie 2","Distruzione di Energia 2","Uncommon",""
"783767","1","Energy Removal 2","Venusaur, Charizard & Blastoise Random Constructed Starter Decks","pcgA","044","GD","Japanese","","","","1.48","","","Energie-Absauger 2","","Suppression d'énergie 2","Distruzione di Energia 2","Fixed",""
"561360","1","Energy Retrieval","Ash vs Team Rocket Deck Kit","smD","019","NM","Japanese","","","","1.29","","","Energie-Zugewinn","Recuperación de Energía","Récupération d'Énergie","Recupero di Energia","Fixed",""
"691846","2","Energy Retrieval","Crown Zenith","CRZ","127","NM","Italian","","","","0.05","","","Energie-Zugewinn","Recuperación de Energía","Récupération d'Énergie","Recupero di Energia","Common",""
"762541","1","Energy Search","Earth's Groudon ex Constructed Starter Deck","pcgQ","009","EX","Japanese","","","","0.97","","","Energiesuche","Búsqueda de Energía","Recherche d'Énergie","Ricerca di Energia","Fixed",""
"699444","1","Energy Search","Duelist Pack: Jaden Yuki","DP1","","NM","Japanese","","","","0.47","","","Energiesuche","Búsqueda de Energía","Recherche d'Énergie","Ricerca di Energia","Uncommon",""
"699444","1","Energy Search","Duelist Pack: Jaden Yuki","DP1","","EX","Japanese","","","","0.43","","","Energiesuche","Búsqueda de Energía","Recherche d'Énergie","Ricerca di Energia","Uncommon",""
"279831","4","Energy Search","Black & White","BLW","93","NM","Italian","","","","0.05","","","Energiesuche","Búsqueda de Energía","Recherche d'Énergie","Ricerca di Energia","Common",""
"691847","9","Energy Search","Crown Zenith","CRZ","128","NM","Italian","","","","0.05","","","Energiesuche","Búsqueda de Energía","Recherche d'Énergie","Ricerca di Energia","Common",""
"588077","8","Energy Search","Start Deck 100","sI100","367","NM","Japanese","","","","0.05","","","Energiesuche","Búsqueda de Energía","Recherche d'Énergie","Ricerca di Energia","Fixed",""
"787612","2","Energy Search Pro","Paradise Dragona","sv7a","052","NM","Japanese","","","","0.34","","","Profi-Energiesuche","Búsqueda de Energía Pro","Recherche d'Énergie Pro","Ricerca di Energia Pro","ACE Rare",""
"275730","1","Energy Switch","EX Ruby & Sapphire","RS","82","NM","Italian","","true","","1.99","","","Energie-Umschalter","Interruptor de Energía","Échange d'Énergie","Scambio di Energia","Uncommon",""
"765758","1","Energy Switch","World Champions Pack","WCP","083","EX","Japanese","true","","","1.49","","","Energie-Umschalter","Interruptor de Energía","Échange d'Énergie","Scambio di Energia","Uncommon",""
"699442","1","Energy Switch","Duelist Pack: Jaden Yuki","DP1","","EX","Japanese","","","","0.63","","","Energie-Umschalter","Interruptor de Energía","Échange d'Énergie","Scambio di Energia","Uncommon",""
"699442","1","Energy Switch","Duelist Pack: Jaden Yuki","DP1","","PL","Japanese","true","","","0.38","","","Energie-Umschalter","Interruptor de Energía","Échange d'Énergie","Scambio di Energia","Uncommon",""
"673057","2","Energy Switch","Incandescent Arcana","s11a","059","NM","Japanese","","","","0.1","","","Energie-Umschalter","Interruptor de Energía","Échange d'Énergie","Scambio di Energia","Uncommon",""
"559789","2","Enhanced Hammer","Ultra Force","sm5+","039","NM","Japanese","","true","","0.49","","","Spezial-Hammer","Martillo Mejorado","Maillet Amélioré","Supermartello","Fixed",""
"561572","2","Enhanced Hammer","Strength Expansion Pack Sun & Moon","sm1+","044","NM","Japanese","","","","0.34","","","Spezial-Hammer","Martillo Mejorado","Maillet Amélioré","Supermartello","Fixed",""
"561572","2","Enhanced Hammer","Strength Expansion Pack Sun & Moon","sm1+","044","NM","Japanese","","true","","0.31","","","Spezial-Hammer","Martillo Mejorado","Maillet Amélioré","Supermartello","Fixed",""
"803251","2","Enhanced Hammer","Terastal Festival ex","sv8a","138","NM","Japanese","","","","0.02","","","Spezial-Hammer","Martillo Mejorado","Maillet Amélioré","Supermartello","Fixed",""
"787624","28","Enriching Energy","Paradise Dragona","sv7a","064","NM","Japanese","","","","0.5","","","Gewinn-Energie","Energía Enriquecedora","Énergie Enrichissante","Energia Ricchezza","ACE Rare",""
"562693","1","Entei","Premium Champion Pack","CP4","016","NM","Japanese","","true","","2.49","","","Entei [Burning Roar | Combat Blaze]","Entei [Burning Roar | Combat Blaze]","Entei [Burning Roar | Combat Blaze]","Entei [Burning Roar | Combat Blaze]","Fixed",""
"725110","16","Entei","Obsidian Flames","OBF","030","NM","Italian","","","","0.15","","","Entei [Pressure | Blaze Ball]","Entei [Pressure | Blaze Ball]","Entei [Pressure | Blaze Ball]","Entei [Pressure | Blaze Ball]","Rare",""
"746230","10","Entei","Shiny Treasure ex","sv4a","028","NM","Japanese","","","","0.15","","","Entei [Pressure | Blaze Ball]","Entei [Pressure | Blaze Ball]","Entei [Pressure | Blaze Ball]","Entei [Pressure | Blaze Ball]","Fixed",""
"587766","6","Entei V","Start Deck 100","sI100","056","NM","Japanese","","","","0.78","","","Entei V [Fleet-Footed | Burning Rondo]","Entei V [Fleet-Footed | Burning Rondo]","Entei V [Fleet-Footed | Burning Rondo]","Entei V [Fleet-Footed | Burning Rondo]","Fixed",""
"687499","14","Entei V","VSTAR Universe","s12a","019","NM","Japanese","","","","0.48","","","Entei V [Fleet-Footed | Burning Rondo]","Entei V [Fleet-Footed | Burning Rondo]","Entei V [Fleet-Footed | Burning Rondo]","Entei V [Fleet-Footed | Burning Rondo]","Double Rare",""
"803310","4","Eri","Terastal Festival ex","sv8a","197","NM","Japanese","","","","3.98","","","Rioba","Erin","Nèflie","Nespera","Ultra Rare",""
"752849","4","Eri","Wild Force","sv5K","068","NM","Japanese","","","","0.09","","","Rioba","Erin","Nèflie","Nespera","Uncommon",""
"605123","1","Erika's Exeggcute","Leaders' Stadium","G1","","EX","Japanese","","","","2.19","","","Erikas Owei [Deflector | Egg Bomb]","Erika's Exeggcute [Deflector | Egg Bomb]","Erika's Exeggcute [Deflector | Egg Bomb]","Erika's Exeggcute [Deflector | Egg Bomb]","Uncommon",""
"837542","6","Erika's Invitation","Pokémon Card 151: Additionals","xsv2a","161","NM","Japanese","","true","","0.22","","","Erikas Einladung","Invitación de Erika","Invitation d'Erika","Invito di Erika","Uncommon",""
"605114","1","Erika's Oddish","Leaders' Stadium","G1","","EX","Japanese","","","","1.99","","","Erikas Myrapla [Blot | Sporadic Sponging]","Erika's Oddish [Blot | Sporadic Sponging]","Erika's Oddish [Blot | Sporadic Sponging]","Erika's Oddish [Blot | Sporadic Sponging]","Common",""
"760267","1","Erika's Weepinbell","Card Game Tokens","CGT","","PL","Japanese","","","","1.5","","no rarity","Erikas Ultrigaria [Sleep Poison | Vine Whip]","Erika's Weepinbell [Sleep Poison | Vine Whip]","Erika's Weepinbell [Sleep Poison | Vine Whip]","Erika's Weepinbell [Sleep Poison | Vine Whip]","Fixed",""
"560348","2","Escavalier","Awakened Heroes","sm4s","036","NM","Japanese","","","","0.5","","","Escavalier [Fury Attack | Iron Tackle]","Escavalier [Fury Attack | Iron Tackle]","Escavalier [Fury Attack | Iron Tackle]","Escavalier [Fury Attack | Iron Tackle]","Uncommon",""
"838002","1","Escavalier","Black Bolt JP: Additionals","xsv11B","065","NM","Japanese","","true","","0.2","","","Cavalanzas [Wild Lance]","Escavalier [Wild Lance]","Lançargot [Wild Lance]","Escavalier [Wild Lance]","Uncommon",""
"463554","1","Escavalier","Explosive Flame Walker","S2A","54","NM","Japanese","","","","0.1","","","Escavalier [Fury Cutter | Seashell Attack]","Escavalier [Fury Cutter | Seashell Attack]","Escavalier [Fury Cutter | Seashell Attack]","Escavalier [Fury Cutter | Seashell Attack]","Uncommon",""
"794405","1","Espathra","Standard Series Promos","SSP","095","NM","Italian","","true","","0.15","","","Psiopatra [Mystical Eyes | Spiral Drain]","Espathra [Mystical Eyes | Spiral Drain]","Cléopsytra [Mystical Eyes | Spiral Drain]","Espathra [Mystical Eyes | Spiral Drain]","Uncommon",""
"702399","1","Espathra","Scarlet & Violet","SVI","103","NM","Italian","","","","0.1","","","Psiopatra [Eye Strength | Psychic]","Espathra [Eye Strength | Psychic]","Cléopsytra [Eye Strength | Psychic]","Espathra [Eye Strength | Psychic]","Uncommon",""
"794405","8","Espathra","Standard Series Promos","SSP","095","NM","Italian","","","","0.1","","","Psiopatra [Mystical Eyes | Spiral Drain]","Espathra [Mystical Eyes | Spiral Drain]","Cléopsytra [Mystical Eyes | Spiral Drain]","Espathra [Mystical Eyes | Spiral Drain]","Uncommon",""
"693003","1","Espathra","Scarlet ex","sv1S","037","NM","Japanese","","","","0.1","","","Psiopatra [Eye Strength | Psychic]","Espathra [Eye Strength | Psychic]","Cléopsytra [Eye Strength | Psychic]","Espathra [Eye Strength | Psychic]","Uncommon",""
"746225","27","Espathra ex","Shiny Treasure ex","sv4a","023","NM","Japanese","","","","0.3","","","Psiopatra ex [Dazzling Glare | Psychic Ball]","Espathra ex [Dazzling Glare | Psychic Ball]","Cléopsytra ex [Dazzling Glare | Psychic Ball]","Espathra ex [Dazzling Glare | Psychic Ball]","Fixed",""
"606570","1","Espeon","Crossing the Ruins...","N2","","NM","Japanese","","","","73.34","","","Psiana [Bite | Psychic]","Espeon [Bite | Psychic]","Espeon [Bite | Psychic]","Espeon [Bite | Psychic]","Holo Rare",""
"806448","1","Espeon","Prismatic Evolutions: Additionals","xPRE","033","NM","Italian","","","","0.89","","","Psiana [Psychic Assault | Psy Bolt]","Espeon [Psychic Assault | Psy Bolt]","Mentali [Psychic Assault | Psy Bolt]","Espeon [Psychic Assault | Psy Bolt]","Rare",""
"725166","4","Espeon","Obsidian Flames","OBF","086","NM","Italian","","","","0.15","","","Psiana [Psychic Assault | Psy Bolt]","Espeon [Psychic Assault | Psy Bolt]","Mentali [Psychic Assault | Psy Bolt]","Espeon [Psychic Assault | Psy Bolt]","Uncommon",""
"805422","1","Espeon","Prismatic Evolutions","PRE","033","NM","Italian","","","","0.15","","","Psiana [Psychic Assault | Psy Bolt]","Espeon [Psychic Assault | Psy Bolt]","Mentali [Psychic Assault | Psy Bolt]","Espeon [Psychic Assault | Psy Bolt]","Rare",""
"278592","1","Espeon [4] Lv.55","Rising Rivals","RR","18","NM","Italian","","","","9","","","Psiana [4] Lv.55 [Hypnosis | Psywave]","Espeon [4] Lv.55 [Hypnosis | Psywave]","Mentali [4] Lv.55 [Hypnosis | Psywave]","Espeon [4] Lv.55 [Hypnosis | Psywave]","Rare",""
"587882","1","Espeon V","Start Deck 100","sI100","172","NM","Japanese","","","","4.14","","","Psiana V [Zen-Schuss | Super-Psischlag]","Espeon V [Disparo Zen | Superrayo Psi]","Mentali V [Tir Zen | Super Psy]","Espeon V [Colpo Zen | Superpsico]","Fixed",""
"565785","1","Espeon V","Eevee Heroes","s6a","035","NM","Japanese","","","","1.41","","","Psiana V [Zen-Schuss | Super-Psischlag]","Espeon V [Disparo Zen | Superrayo Psi]","Mentali V [Tir Zen | Super Psy]","Espeon V [Colpo Zen | Superpsico]","Double Rare",""
"564340","3","Espurr","Wild Blaze","XY2","037","NM","Japanese","true","","","0.38","","","Espurr [Psyshot | Fake Out]","Espurr [Psyshot | Fake Out]","Espurr [Psyshot | Fake Out]","Espurr [Psyshot | Fake Out]","Common",""
"682128","11","Espurr","Silver Tempest","SIT","081","NM","Italian","","","","0.05","","","Psiau [Mumble | Gentle Slap]","Espurr [Mumble | Gentle Slap]","Psystigri [Mumble | Gentle Slap]","Espurr [Mumble | Gentle Slap]","Common",""
"794386","18","Espurr","Standard Series Promos","SSP","084","NM","Italian","","","","0.05","","","Psiau [See Through | Psyshot]","Espurr [See Through | Psyshot]","Psystigri [See Through | Psyshot]","Espurr [See Through | Psyshot]","Common",""
"793487","1","Espurr","Super Electric Breaker","sv8","053","NM","Japanese","","","","0.05","","","Psiau [See Through | Psyshot]","Espurr [See Through | Psyshot]","Psystigri [See Through | Psyshot]","Espurr [See Through | Psyshot]","Common",""
"794514","5","Eternatus","Standard Series Promos","SSP","141","NM","Italian","","","","0.15","","","Endynalos [Dyna-Blast | World Ender]","Eternatus [Dyna-Blast | World Ender]","Éthernatos [Dyna-Blast | World Ender]","Eternatus [Dyna-Blast | World Ender]","Rare",""
"481629","1","Eternatus V","Infinity Zone","s3","106","NM","Japanese","","","","5.49","","","Endynalos V [Kraftbeschleuniger | Dynamax-Kanone]","Eternatus V [Acelerador de Potencia | Cañón Dinamax]","Éthernatos V [Accélérateur de Puissance | Canon Dynamax]","Eternatus V [Accelerapotenza | Cannone Dynamax]","Secret Rare",""
"587044","10","Eternatus V","VMAX Climax","s8b","246","NM","Japanese","","","","2.79","","","Endynalos V [Kraftbeschleuniger | Dynamax-Kanone]","Eternatus V [Acelerador de Potencia | Cañón Dinamax]","Éthernatos V [Accélérateur de Puissance | Canon Dynamax]","Eternatus V [Accelerapotenza | Cannone Dynamax]","Character Super Rare",""
"583224","1","Eternatus V","Special Deck Set Zacian Zamazenta vs Eternatus","sJ","010","NM","Japanese","","","","1.99","","","Endynalos V [Kraftbeschleuniger | Dynamax-Kanone]","Eternatus V [Acelerador de Potencia | Cañón Dinamax]","Éthernatos V [Accélérateur de Puissance | Canon Dynamax]","Eternatus V [Accelerapotenza | Cannone Dynamax]","Fixed",""
"481419","6","Eternatus V","Infinity Zone","s3","64","NM","Japanese","","","","0.75","","","Endynalos V [Kraftbeschleuniger | Dynamax-Kanone]","Eternatus V [Acelerador de Potencia | Cañón Dinamax]","Éthernatos V [Accélérateur de Puissance | Canon Dynamax]","Eternatus V [Accelerapotenza | Cannone Dynamax]","Double Rare",""
